precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,latitud,longitud,estado,alarma,ascensor,conjunto_cerrado,gimnasio,piscina,zona_de_bbq,area_terraza,numero_piso,numero_closets
572933354.0,96.0,3.0,3.0,783000.0,1.0,SANTA BARBARA,5.0,MAS DE 20 ANOS,4.700410464787455,-74.05063675858979,,0,0,1,1,0,0,,,
243767681.0,62.0,3.0,2.0,,0.0,BOYACA REAL,3.0,ENTRE 5 Y 10 ANOS,4.703014684504439,-74.1079521665447,,0,0,1,0,0,1,,,
200088143.0,46.0,3.0,1.0,135000.0,0.0,VENECIA,3.0,MAS DE 20 ANOS,4.576300574441877,-74.13603014422839,,0,0,1,0,0,1,,,
131500000.0,47.0,2.0,2.0,128000.0,0.0,BOSA OCCIDENTAL,2.0,ENTRE 5 Y 10 ANOS,4.620846453735707,-74.19707965326627,,0,0,1,0,0,0,,,
338000000.0,84.0,3.0,2.0,300000.0,1.0,GARCES NAVAS,4.0,ENTRE 5 Y 10 ANOS,4.722806349707439,-74.13018051942574,,0,0,1,1,0,1,,,
143270000.0,45.0,3.0,1.0,85000.0,0.0,MARRUECOS,3.0,ENTRE 0 Y 5 ANOS,4.561429779085941,-74.11899551430902,,0,0,1,1,0,1,,,
334790000.0,67.0,3.0,2.0,301100.0,1.0,BRITALIA,4.0,MAS DE 20 ANOS,4.753076170492971,-74.06336399615556,,0,0,1,1,0,0,,,
248400000.0,46.0,2.0,2.0,220000.0,1.0,FONTIBON,3.0,ENTRE 5 Y 10 ANOS,4.67572416500385,-74.14926548488582,,0,0,1,1,0,1,,,
229965517.0,33.0,1.0,1.0,136000.0,0.0,LA SABANA,3.0,ENTRE 0 Y 5 ANOS,4.5997463,-74.0881606,,0,0,1,0,0,0,,,
155900000.0,57.0,3.0,1.0,150000.0,0.0,LAS MARGARITAS,1.0,ENTRE 5 Y 10 ANOS,4.633284645714747,-74.17617700706849,,0,0,1,0,0,0,,,
529600000.0,120.0,4.0,3.0,840000.0,1.0,SANTA BARBARA,6.0,MAS DE 20 ANOS,4.6934863857784,-74.04396612408419,,0,0,1,0,0,0,,,
130000000.0,48.0,3.0,1.0,88400.0,0.0,CALANDAIMA,2.0,ENTRE 10 Y 20 ANOS,4.651838225708955,-74.16917740570511,,0,0,1,0,0,1,,,
750000000.0,236.0,7.0,6.0,803000.0,1.0,LA URIBE,4.0,ENTRE 10 Y 20 ANOS,4.753568330406957,-74.0371749129727,,0,0,1,0,0,0,,,
362000000.0,36.0,1.0,1.0,243885.0,0.0,LA ALHAMBRA,5.0,ENTRE 0 Y 5 ANOS,4.688132129977894,-74.06047528981307,,0,0,1,0,0,1,,,
186400000.0,42.0,2.0,2.0,130000.0,0.0,FONTIBON SAN PABLO,3.0,ENTRE 0 Y 5 ANOS,4.6874572852247365,-74.1537247529902,,0,0,1,0,0,0,,,
130804645.0,43.0,3.0,1.0,60000.0,0.0,EL PORVENIR,1.0,ENTRE 0 Y 5 ANOS,4.637406481133948,-74.19048198544344,,0,0,1,0,0,0,,,
142381342.0,45.0,3.0,1.0,52000.0,0.0,BOSA CENTRAL,2.0,ENTRE 5 Y 10 ANOS,4.613633321021693,-74.20204441456605,,0,0,1,0,0,0,,,
420000000.0,98.0,3.0,3.0,508000.0,1.0,TOBERIN,4.0,MAS DE 20 ANOS,4.749231382640196,-74.03949261687664,,0,0,1,0,0,0,,,
425000000.0,86.0,3.0,2.0,498000.0,1.0,NIZA,5.0,MAS DE 20 ANOS,4.7254320807170735,-74.0660680619548,,0,0,1,0,0,0,,,
273777778.0,41.0,2.0,2.0,180000.0,0.0,LA SABANA,2.0,ENTRE 0 Y 5 ANOS,4.607378381953671,-74.08264843007679,,0,0,1,0,0,0,,,
523000000.0,124.0,4.0,3.0,731000.0,2.0,LOS CEDROS,4.0,MAS DE 20 ANOS,4.7168745869637565,-74.03622088852636,,0,0,1,0,0,0,,,
160500000.0,46.0,3.0,1.0,115800.0,0.0,TIBABUYES,3.0,ENTRE 10 Y 20 ANOS,4.754466842217474,-74.11479024931661,,0,0,1,0,0,0,,,
